"ID","X","Y","Elevation","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E025.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
76,23.4094979308,-11.5143131761,1093.416,N/A,1093.416 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.028,7372.3,70.082,7372.9,2.2,3.9%,74
77,23.4085144992,-11.5146147461,1091.861,N/A,1091.861 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.35,7484.7,112.36,7485.2,0.8,1.4%,75
78,23.4077821756,-11.5147554650,1089.817,N/A,1089.817 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.394,7566.1,81.42,7566.6,1.4,2.5%,76
79,23.4071739608,-11.5144887921,1089.063,N/A,1089.063 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.614,7638.7,72.618,7639.3,0.6,1.0%,77
80,23.4062304189,-11.5158246626,1089.43,N/A,1089.43 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180.09,7818.8,180.09,7819.4,0.1,0.2%,78
81,23.4065276221,-11.5171170558,1088.41,N/A,1088.41 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,146.59,7965.4,146.6,7965.9,0.4,0.7%,79
82,23.4065047220,-11.5178045965,1089.638,N/A,1089.638 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.096,8041.5,76.106,8042.1,0.9,1.6%,79
83,23.4064997752,-11.5179531159,1090.249,N/A,1090.249 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.438,8057.9,16.449,8058.5,2.1,3.7%,80
84,23.4056314845,-11.5182047511,1090.436,N/A,1090.436 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98.729,8156.6,98.729,8157.2,0.1,0.2%,81
85,23.4036115785,-11.5179935430,1090.531,N/A,1090.531 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,221.59,8378.2,221.59,8378.8,0.0,0.0%,82
86,23.4029722021,-11.5164697066,1089.236,N/A,1089.236 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,182.43,8560.7,182.43,8561.3,0.4,0.7%,83
87,23.4019660868,-11.5150230933,1089.605,N/A,1089.605 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,194.05,8754.7,194.05,8755.3,0.1,0.2%,84
88,23.4019390681,-11.5143566456,1089.94,N/A,1089.94 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.78,8828.5,73.781,8829.1,0.3,0.5%,85
89,23.4022537550,-11.5139085955,1088.52,N/A,1088.52 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.291,8888.8,60.308,8889.4,1.3,2.4%,86
90,23.4018595679,-11.5134992390,1087.844,N/A,1087.844 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.448,8951.2,62.452,8951.8,0.6,1.1%,87
91,23.4011689418,-11.5137183905,1088.342,N/A,1088.342 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.147,9030.4,79.149,9031,0.4,0.6%,88
92,23.4004832260,-11.5144053846,1089.325,N/A,1089.325 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.64,9137,106.64,9137.6,0.5,0.9%,89
93,23.3999031852,-11.5148765945,1090.704,N/A,1090.704 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.983,9219,81.994,9219.6,1.0,1.7%,90
94,23.3996745281,-11.5155614965,1089.505,N/A,1089.505 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.764,9298.8,79.773,9299.4,0.9,1.5%,91
95,23.3985429399,-11.5161609017,1088.072,N/A,1088.072 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140.13,9438.9,140.14,9439.5,0.6,1.0%,92
96,23.3974520178,-11.5161780085,1087.942,N/A,1087.942 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,119.03,9557.9,119.03,9558.6,0.1,0.1%,93
97,23.3967085863,-11.5163922357,1087.05,N/A,1087.05 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.494,9642.4,84.499,9643.1,0.6,1.1%,94
98,23.3962639956,-11.5170402257,1087.378,N/A,1087.378 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.547,9728.9,86.548,9729.6,0.2,0.4%,95
99,23.3961151475,-11.5193113721,1086.857,N/A,1086.857 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,251.76,9980.7,251.76,9981.4,0.1,0.2%,96
100,23.3963674728,-11.5201063209,1089.055,N/A,1089.055 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.144,10072.8,92.17,10073.5,1.4,2.4%,97
101,23.3953999920,-11.5210363850,1092.234,N/A,1092.234 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,147.39,10220.2,147.43,10221,1.2,2.2%,98
102,23.3940024542,-11.5213784024,1092.329,N/A,1092.329 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,157.08,10377.3,157.08,10378,0.0,0.1%,99
103,23.3948592951,-11.5243702587,1088.127,N/A,1088.127 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,343.9,10721.2,343.93,10722,0.7,1.2%,100
104,23.3948550732,-11.5243754535,1088.153,N/A,1088.153 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.736,10722,0.737,10722.7,2.0,3.6%,100
105,23.3942965244,-11.5250627189,1089.191,N/A,1089.191 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.429,10819.4,97.434,10820.1,0.6,1.1%,101
106,23.3925574548,-11.5250905639,1090.279,N/A,1090.279 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,189.74,11009.1,189.74,11009.9,0.3,0.6%,102
107,23.3918497895,-11.5258328316,1088.099,N/A,1088.099 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.7,11121.8,112.72,11122.6,1.1,1.9%,103
108,23.3929281723,-11.5277199636,1090.358,N/A,1090.358 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,239.62,11361.4,239.63,11362.2,0.5,0.9%,104
109,23.3936058591,-11.5282253308,1090.085,N/A,1090.085 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.685,11454.1,92.685,11454.9,0.2,0.3%,105
110,23.3933968889,-11.5288331224,1090.046,N/A,1090.046 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.993,11525.1,70.993,11525.9,0.0,0.1%,106
111,23.3921139526,-11.5285917811,1090.509,N/A,1090.509 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142.48,11667.6,142.48,11668.4,0.2,0.3%,107
112,23.3907092742,-11.5291188293,1088.295,N/A,1088.295 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,163.95,11831.5,163.96,11832.4,0.8,1.4%,108
113,23.3918560628,-11.5374961909,1093.203,N/A,1093.203 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,935.1,12766.6,935.11,12767.5,0.3,0.5%,109
114,23.3886081597,-11.5380867540,1089.933,N/A,1089.933 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,360.27,13126.9,360.28,13127.8,0.5,0.9%,110
115,23.3885687311,-11.5380598502,1089.812,N/A,1089.812 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.23,13132.1,5.232,13133,1.3,2.3%,111
116,23.3880691664,-11.5404532188,1090.369,N/A,1090.369 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,270.3,13402.4,270.3,13403.3,0.1,0.2%,111
117,23.3879360793,-11.5410908224,1093.453,N/A,1093.453 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.01,13474.5,72.075,13475.4,2.5,4.3%,112
118,23.3859084519,-11.5420879813,1088.879,N/A,1088.879 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,247.16,13721.6,247.2,13722.6,1.1,1.9%,113
119,23.3855251476,-11.5430274229,1089.552,N/A,1089.552 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.02,13833.6,112.02,13834.6,0.3,0.6%,114
120,23.3853475314,-11.5437616689,1091.57,N/A,1091.57 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.5,13917.1,83.525,13918.1,1.4,2.4%,115
121,23.3839178701,-11.5446522247,1089.252,N/A,1089.252 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,184.46,14101.6,184.47,14102.6,0.7,1.3%,116
122,23.3829257148,-11.5443658335,1089.294,N/A,1089.294 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.77,14214.4,112.77,14215.3,0.0,0.0%,117
123,23.3825738625,-11.5436422579,1089.121,N/A,1089.121 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.767,14303.1,88.768,14304.1,0.1,0.2%,118
124,23.3829951784,-11.5428744529,1088.062,N/A,1088.062 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96.571,14399.7,96.576,14400.7,0.6,1.1%,119
125,23.3829544356,-11.5425495635,1087.066,N/A,1087.066 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.213,14435.9,36.226,14436.9,1.6,2.7%,120
126,23.3765719748,-11.5422647541,1088.522,N/A,1088.522 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,696.93,15132.8,696.93,15133.8,0.1,0.2%,121
127,23.3779554754,-11.5451188516,1089.415,N/A,1089.415 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,349.93,15482.8,349.93,15483.8,0.1,0.3%,122
128,23.3775314368,-11.5458629580,1092.927,N/A,1092.927 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.418,15577.2,94.484,15578.3,2.1,3.7%,123
129,23.3748397603,-11.5456508355,1088.889,N/A,1088.889 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,294.55,15871.7,294.58,15872.8,0.8,1.4%,124
130,23.3738140463,-11.5458574702,1089.183,N/A,1089.183 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.2,15985.9,114.2,15987,0.1,0.3%,125
131,23.3737177286,-11.5467292052,1089.888,N/A,1089.888 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.001,16082.9,97.003,16084,0.4,0.7%,125
132,23.3736687870,-11.5471721562,1089.561,N/A,1089.561 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.289,16132.2,49.29,16133.3,0.4,0.7%,126
133,23.3737167003,-11.5483365696,1091.46,N/A,1091.46 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,128.91,16261.1,128.93,16262.3,0.8,1.5%,127
134,23.3731192368,-11.5487217799,1091.312,N/A,1091.312 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.866,16339,77.866,16340.1,0.1,0.2%,128
135,23.3720947472,-11.5487711344,1089.618,N/A,1089.618 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111.89,16450.9,111.9,16452,0.9,1.5%,129
136,23.3713409650,-11.5492654699,1088.776,N/A,1088.776 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98.746,16549.6,98.75,16550.8,0.5,0.9%,130
137,23.3704652645,-11.5500877960,1091.996,N/A,1091.996 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131.91,16681.5,131.94,16682.7,1.4,2.4%,131
138,23.3675480253,-11.5493901509,1089.474,N/A,1089.474 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,327.44,17009,327.45,17010.2,0.4,0.8%,132
139,23.3661098283,-11.5475545866,1089.066,N/A,1089.066 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,256.59,17265.6,256.59,17266.8,0.1,0.2%,133
140,23.3646753190,-11.5467770982,1089.169,N/A,1089.169 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,178.56,17444.1,178.56,17445.3,0.0,0.1%,134
141,23.3637410130,-11.5461055088,1087.81,N/A,1087.81 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126.12,17570.2,126.13,17571.4,0.6,1.1%,135
142,23.3633323574,-11.5460932066,1087.934,N/A,1087.934 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.598,17614.8,44.598,17616,0.2,0.3%,136
143,23.3635099009,-11.5472030215,1090.212,N/A,1090.212 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,124.28,17739.1,124.31,17740.3,1.1,1.8%,137
144,23.3644303279,-11.5497454116,1091.169,N/A,1091.169 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,298.62,18037.7,298.62,18039,0.2,0.3%,138
145,23.3643489020,-11.5502462920,1094.931,N/A,1094.931 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.114,18093.9,56.24,18095.2,3.8,6.7%,139
146,23.3625486466,-11.5507712637,1090.407,N/A,1090.407 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,204.78,18298.6,204.83,18300,1.3,2.2%,140
147,23.3622931999,-11.5517440015,1088.473,N/A,1088.473 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111.15,18409.8,111.17,18411.2,1.0,1.7%,141
148,23.3605623739,-11.5523845402,1091.774,N/A,1091.774 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,201.66,18611.4,201.68,18612.9,0.9,1.6%,142
149,23.3605020686,-11.5533525168,1089.995,N/A,1089.995 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,107.28,18718.7,107.29,18720.2,1.0,1.7%,143
150,23.3606946924,-11.5537092227,1089.699,N/A,1089.699 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.704,18763.4,44.705,18764.9,0.4,0.7%,143
