"ID","X","Y","Elevation","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
639,22.6901541462,-12.1453772415,1067.738,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1067.738 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,394.5,169529.1,394.5,169550.6,0.1,0.2%,576
640,22.6898663803,-12.1479999791,1068.336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.336 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,291.82,169820.9,291.82,169842.4,0.1,0.2%,577
641,22.6909473159,-12.1501057063,1066.127,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1066.127 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,260.97,170081.9,260.98,170103.4,0.5,0.8%,578
642,22.6889507184,-12.1520974430,1069.651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1069.651 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,309.47,170391.4,309.49,170412.9,0.7,1.1%,579
643,22.6873139925,-12.1521311519,1069.659,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1069.659 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,178.18,170569.6,178.18,170591.1,0.0,0.0%,580
644,22.6870520338,-12.1540909541,1070.091,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1070.091 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,218.67,170788.2,218.67,170809.7,0.1,0.2%,581
645,22.6855092079,-12.1542214976,1068.637,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.637 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,168.54,170956.8,168.55,170978.3,0.5,0.9%,582
646,22.6830260986,-12.1493725964,1068.722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.722 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,600.64,171557.4,600.64,171578.9,0.0,0.0%,582
647,22.6827172574,-12.1487694978,1068.365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.365 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.707,171632.1,74.708,171653.6,0.3,0.5%,583
648,22.6792607783,-12.1512721306,1067.527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1067.527 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,467.1,172099.2,467.1,172120.7,0.1,0.2%,584
649,22.6776817700,-12.1495243214,1067.094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1067.094 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,258.69,172357.9,258.69,172379.4,0.1,0.2%,585
650,22.6772458387,-12.1516633322,1067.004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1067.004 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,241.33,172599.2,241.34,172620.8,0.0,0.0%,586
651,22.6783225956,-12.1536696788,1066.602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1066.602 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,250.99,172850.2,250.99,172871.8,0.1,0.2%,587
652,22.6787378268,-12.1562609225,1066.751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1066.751 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,290.19,173140.4,290.19,173161.9,0.0,0.1%,588
653,22.6797556636,-12.1568340742,1066.991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1066.991 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.64,173268.1,127.64,173289.6,0.1,0.2%,589
654,22.6811380840,-12.1559335020,1067.606,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1067.606 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180.45,173448.5,180.46,173470,0.2,0.3%,590
655,22.6816542136,-12.1567853438,1070.125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1070.125 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109.71,173558.2,109.74,173579.8,1.3,2.3%,591
656,22.6800563405,-12.1585067159,1068.918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.918 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,257.89,173816.1,257.89,173837.7,0.3,0.5%,592
657,22.6787724779,-12.1601167754,1067.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1067.8 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,226.38,174042.5,226.38,174064.1,0.3,0.5%,593
658,22.6790316826,-12.1618655163,1070.198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1070.198 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,195.5,174238,195.51,174259.6,0.7,1.2%,593
659,22.6790623377,-12.1620723319,1070.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1070.016 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.121,174261.1,23.121,174282.7,0.5,0.8%,594
660,22.6780987692,-12.1633899545,1068.786,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.786 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,179.57,174440.7,179.57,174462.3,0.4,0.7%,595
661,22.6763791901,-12.1622067144,1067.238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1067.238 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,228.39,174669.1,228.39,174690.7,0.4,0.7%,596
662,22.6750070162,-12.1613933442,1065.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1065.67 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,174.35,174843.4,174.36,174865,0.5,0.9%,597
663,22.6738759872,-12.1624107444,1066.651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1066.651 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,166.79,175010.2,166.8,175031.8,0.3,0.6%,598
664,22.6738205350,-12.1639966964,1068.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.1 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175.55,175185.8,175.55,175207.4,0.5,0.8%,599
665,22.6739582042,-12.1652909200,1066.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1066.5 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143.95,175329.7,143.96,175351.3,0.6,1.1%,600
666,22.6755597090,-12.1662403883,1068.961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.961 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,203.5,175533.2,203.52,175554.8,0.7,1.2%,601
667,22.6752390459,-12.1694300292,1071.024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1071.024 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,354.57,175887.8,354.58,175909.4,0.3,0.6%,602
668,22.6757630422,-12.1717182992,1070.735,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1070.735 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,259.48,176147.3,259.48,176168.9,0.1,0.1%,603
669,22.6760752150,-12.1730775822,1068.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1068.38 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,154.16,176301.4,154.18,176323.1,0.9,1.5%,604
